episode_id,segment_id,canonical_verb,start_time,end_time,duration,start_frame,end_frame_exclusive,tracking_valid_frac,measured_tracking_valid_frac,tracking_quality,missing_value_rate,interpolated_value_count,coordinate_mode,pose_source_path,video_path,source_data_path,is_valid,rejection_reason,cluster_id,mean_same_verb_knn_distance,distinctiveness_percentile,cluster_rarity,potential_tracking_outlier,selected,selection_reason
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000000,fold_clothes,0.0,1.0,1.0,0,30,1.0,1.0,1.0,0.0,0,per_frame_inverse_head_to_world:obs_head_pose,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000000.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,True,,fold_clothes__0,5.0819623815641215,0.8297872340425532,0.824468085106383,False,True,facility_location_gain_per_second
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000001,fold_clothes,1.0,2.0,1.0,30,60,1.0,1.0,1.0,0.0,0,per_frame_inverse_head_to_world:obs_head_pose,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000001.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,True,,fold_clothes__1,4.224318748555457,0.6329787234042553,0.17553191489361697,False,False,
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000002,fold_clothes,2.0,3.0,1.0,60,90,1.0,1.0,1.0,0.0,0,per_frame_inverse_head_to_world:obs_head_pose,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000002.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,True,,fold_clothes__1,3.471093350957637,0.2765957446808511,0.17553191489361697,False,True,facility_location_gain_per_second
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000003,fold_clothes,3.0,4.0,1.0,90,120,1.0,1.0,1.0,0.0,0,per_frame_inverse_head_to_world:obs_head_pose,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000003.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,True,,fold_clothes__1,5.415285356871616,0.8723404255319149,0.17553191489361697,False,True,facility_location_gain_per_second
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000004,fold_clothes,4.0,5.0,1.0,120,150,1.0,1.0,1.0,0.0,0,per_frame_inverse_head_to_world:obs_head_pose,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000004.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,True,,fold_clothes__1,4.64538648790416,0.7553191489361702,0.17553191489361697,False,False,
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000005,fold_clothes,5.0,6.0,1.0,150,180,1.0,1.0,1.0,0.0,0,per_frame_inverse_head_to_world:obs_head_pose,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000005.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,True,,fold_clothes__0,4.0744883145350945,0.5691489361702128,0.824468085106383,False,False,
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000006,fold_clothes,6.0,7.0,1.0,180,210,1.0,1.0,1.0,0.0,0,per_frame_inverse_head_to_world:obs_head_pose,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000006.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,True,,fold_clothes__1,3.628445196745216,0.3404255319148936,0.17553191489361697,False,False,
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000007,fold_clothes,7.0,8.0,1.0,210,240,1.0,1.0,1.0,0.0,0,per_frame_inverse_head_to_world:obs_head_pose,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000007.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,True,,fold_clothes__1,3.969800038676314,0.4946808510638298,0.17553191489361697,False,False,
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000008,fold_clothes,8.0,9.0,1.0,240,270,1.0,1.0,1.0,0.0,0,per_frame_inverse_head_to_world:obs_head_pose,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000008.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,True,,fold_clothes__1,6.255506351324704,0.9414893617021277,0.17553191489361697,False,True,facility_location_gain_per_second
2025-09-20-17-42-51-000000,2025-09-20-17-42-51-000000:front_1:000009,fold_clothes,9.0,10.0,1.0,270,300,1.0,1.0,1.0,0.0,0,per_frame_inverse_head_to_world:obs_head_pose,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/segments/2025-09-20-17-42-51-000000/front_1/000009.mp4,/__modal/volumes/vo-UZL6XRNnGfsFjlpmHH9EJN/episodes/2025-09-20-17-42-51-000000,True,,fold_clothes__1,3.3454005198895187,0.20212765957446807,0.17553191489361697,False,False,
